sample_name	sample_name_original	barcode_prefix	sample_type	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	songbird_trainTest_5050_empo_3	songbird_trainTest_5050_env_material	songbird_trainTest_8020_empo_3	songbird_trainTest_8020_env_material
13114.thomas.19.s052	Thomas19.BH.S2	thomas.19.s052	algae	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1/13/16 0:00	1.5	not applicable	Stipe-rot infected P. comosa from Bonny Hills: 11 tubes: BH_S2 is a cotton swab of surface, BH_S2_A-J are 10 replicate tissue samples	0	Thomas	19	Australian algae	EMP sample	Host-associated	Plant	Plant surface	marine benthic biome	kelp forest	organic material	host-associated	host-associated	Australia:New South Wales:Port Macquarie-Hastings Council	BH_S2	not applicable	-31.5946	152.8433	EMP algae microbiome deep sequencing	algae metagenome	5572587	14276	21627	314	5.712226395	70.17390759	267	5.684625896	59.61206223	671	6.511791494	131.3644819	671	6.511791494	131.3644819	618	6.497966604	122.0981584	Test	Test	Test	Test
13114.thomas.19.s053	Thomas19.BH.S3	thomas.19.s053	algae	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1/13/16 0:00	1.5	not applicable	Stipe-rot infected P. comosa from Bonny Hills: 11 tubes: BH_S3 is a cotton swab of surface, BH_S3_A-J are 10 replicate tissue samples	0	Thomas	19	Australian algae	EMP sample	Host-associated	Plant	Plant surface	marine benthic biome	kelp forest	organic material	host-associated	host-associated	Australia:New South Wales:Port Macquarie-Hastings Council	BH_S3	not applicable	-31.5946	152.8433	EMP algae microbiome deep sequencing	algae metagenome	5315000	8653	35679	231	5.632684894	53.0724253	220	5.634984139	51.93006414	503	6.565684393	96.40149093	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Test
13114.thomas.19.s054	Thomas19.C.H2	thomas.19.s054	algae	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1/14/16 0:00	1.5	not applicable	Healthy P. comosa from Cronulla: 11 tubes: C_H2 is a cotton swab of surface, C_H2_A-J are 10 replicate tissue samples	0	Thomas	19	Australian algae	EMP sample	Host-associated	Plant	Plant surface	marine benthic biome	kelp forest	organic material	host-associated	host-associated	Australia:New South Wales:Sydney:Sutherland Shire	C_H2	not applicable	-34.0565	151.1567	EMP algae microbiome deep sequencing	algae metagenome	1926094	6356	13587	178	5.151272295	45.7982721	168	5.137314915	42.58978243	352	6.315189926	70.46596106	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Test	Test
13114.thomas.19.s055	Thomas19.C.H3	thomas.19.s055	algae	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1/14/16 0:00	1.5	not applicable	Healthy P. comosa from Cronulla: 11 tubes: C_H3 is a cotton swab of surface, C_H3_A-J are 10 replicate tissue samples	0	Thomas	19	Australian algae	EMP sample	Host-associated	Plant	Plant surface	marine benthic biome	kelp forest	organic material	host-associated	host-associated	Australia:New South Wales:Sydney:Sutherland Shire	C_H3	not applicable	-34.0565	151.1567	EMP algae microbiome deep sequencing	algae metagenome	3476377	10531	27753	309	5.439878704	65.01878969	231	5.36576665	54.03218523	541	6.450737803	100.3966273	541	6.450737803	100.3966273	535	6.44381204	99.81764299	Train	Test	Train	Test
13114.thomas.19.s056	Thomas19.C.S2	thomas.19.s056	algae	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1/14/16 0:00	1.5	not applicable	Stipe-rot infected P. comosa from Cronulla: 11 tubes: C_S2 is a cotton swab of surface, C_S2_A-J are 10 replicate tissue samples	0	Thomas	19	Australian algae	EMP sample	Host-associated	Plant	Plant surface	marine benthic biome	kelp forest	organic material	host-associated	host-associated	Australia:New South Wales:Sydney:Sutherland Shire	C_S2	not applicable	-34.0565	151.1567	EMP algae microbiome deep sequencing	algae metagenome	2832719	10635	30505	237	4.480392093	56.35115823	188	4.480546858	45.72526986	501	5.693418888	93.4717606	501	5.693418888	93.4717606	492	5.695461107	92.3069653	Test	Test	Test	Test
13114.thomas.19.s057	Thomas19.C.S3	thomas.19.s057	algae	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1/14/16 0:00	1.5	not applicable	Stipe-rot infected P. comosa from Cronulla: 11 tubes: C_S3 is a cotton swab of surface, C_S3_A-J are 10 replicate tissue samples	0	Thomas	19	Australian algae	EMP sample	Host-associated	Plant	Plant surface	marine benthic biome	kelp forest	organic material	host-associated	host-associated	Australia:New South Wales:Sydney:Sutherland Shire	C_S3	not applicable	-34.0565	151.1567	EMP algae microbiome deep sequencing	algae metagenome	2743245	6853	15368	217	5.307047044	53.36556834	199	5.263668589	49.41726846	470	6.559193855	89.43468357	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Test
13114.thomas.19.s058	Thomas19.DH.H2	thomas.19.s058	algae	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1/13/16 0:00	1.5	not applicable	Healthy P. comosa from Diamond Head: 11 tubes: DH_H2 is a cotton swab of surface, DH_H2_A-J are 10 replicate tissue samples	0	Thomas	19	Australian algae	EMP sample	Host-associated	Plant	Plant surface	marine benthic biome	kelp forest	organic material	host-associated	host-associated	Australia:New South Wales:Port Macquarie-Hastings Council	DH_H2	not applicable	-31.717	152.7979	EMP algae microbiome deep sequencing	algae metagenome	1155664	2304	5793	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	208	5.757402169	44.54245168	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Test	Test
13114.thomas.19.s059	Thomas19.DH.H3	thomas.19.s059	algae	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1/13/16 0:00	1.5	not applicable	Healthy P. comosa from Diamond Head: 11 tubes: DH_H3 is a cotton swab of surface, DH_H3_A-J are 10 replicate tissue samples	0	Thomas	19	Australian algae	EMP sample	Host-associated	Plant	Plant surface	marine benthic biome	kelp forest	organic material	host-associated	host-associated	Australia:New South Wales:Port Macquarie-Hastings Council	DH_H3	not applicable	-31.717	152.7979	EMP algae microbiome deep sequencing	algae metagenome	1290832	1782	3151	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	230	6.163097424	50.93156129	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Test
13114.thomas.19.s060	Thomas19.DH.S2	thomas.19.s060	algae	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1/13/16 0:00	1.5	not applicable	Stipe-rot infected P. comosa from Diamond Head: 11 tubes: DH_S2 is a cotton swab of surface, DH_S2_A-J are 10 replicate tissue samples	0	Thomas	19	Australian algae	EMP sample	Host-associated	Plant	Plant surface	marine benthic biome	kelp forest	organic material	host-associated	host-associated	Australia:New South Wales:Port Macquarie-Hastings Council	DH_S2	not applicable	-31.717	152.7979	EMP algae microbiome deep sequencing	algae metagenome	5085123	7827	20121	237	6.036653466	53.97458558	222	6.008855178	50.53129311	498	7.22992477	92.76188293	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Test	Test
13114.thomas.19.s061	Thomas19.DH.S3	thomas.19.s061	algae	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1/13/16 0:00	1.5	not applicable	Stipe-rot infected P. comosa from Diamond Head: 11 tubes: DH_S3 is a cotton swab of surface, DH_S3_A-J are 10 replicate tissue samples	0	Thomas	19	Australian algae	EMP sample	Host-associated	Plant	Plant surface	marine benthic biome	kelp forest	organic material	host-associated	host-associated	Australia:New South Wales:Port Macquarie-Hastings Council	DH_S3	not applicable	-31.717	152.7979	EMP algae microbiome deep sequencing	algae metagenome	1115238	3900	6451	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	294	5.458850619	58.43558033	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Test
13114.thomas.19.s062	Thomas19.PB.H2	thomas.19.s062	algae	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1/14/16 0:00	1.5	not applicable	Healthy P. comosa from Palm Beach: 11 tubes: PB_H2 is a cotton swab of surface, PB_H2_A-J are 10 replicate tissue samples	0	Thomas	19	Australian algae	EMP sample	Host-associated	Plant	Plant surface	marine benthic biome	kelp forest	organic material	host-associated	host-associated	Australia:New South Wales:Sydney:Palm Beach	PB_H2	not applicable	-33.5995	151.3282	EMP algae microbiome deep sequencing	algae metagenome	1637588	1851	4068	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	247	6.120760361	51.72800489	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Test	Test
13114.thomas.19.s063	Thomas19.PB.H3	thomas.19.s063	algae	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1/14/16 0:00	1.5	not applicable	Healthy P. comosa from Palm Beach: 11 tubes: PB_H3 is a cotton swab of surface, PB_H3_A-J are 10 replicate tissue samples	0	Thomas	19	Australian algae	EMP sample	Host-associated	Plant	Plant surface	marine benthic biome	kelp forest	organic material	host-associated	host-associated	Australia:New South Wales:Sydney:Palm Beach	PB_H3	not applicable	-33.5995	151.3282	EMP algae microbiome deep sequencing	algae metagenome	1614656	3566	8214	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	339	6.455929	68.83192084	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Test
13114.thomas.19.s064	Thomas19.PB.S2	thomas.19.s064	algae	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1/14/16 0:00	1.5	not applicable	Stipe-rot infected P. comosa from Palm Beach: 11 tubes: PB_S2 is a cotton swab of surface, PB_S2_A-J are 10 replicate tissue samples	0	Thomas	19	Australian algae	EMP sample	Host-associated	Plant	Plant surface	marine benthic biome	kelp forest	organic material	host-associated	host-associated	Australia:New South Wales:Sydney:Palm Beach	PB_S2	not applicable	-33.5995	151.3282	EMP algae microbiome deep sequencing	algae metagenome	4254636	8616	20351	230	5.769146519	53.70878497	217	5.773173953	50.7008819	542	6.683568321	96.94031194	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Test	Test
13114.Vibrio1.P1	Vibrio1.P1	not applicable	positive control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	positive control Vibrio fischerii ES114	193	Knight	not applicable	not applicable	EMP sample	Control	Positive	Single strain	urban biome	research facility	cell culture	misc environment	Not applicable	USA:CA:San Diego	Vibrio	not applicable	not applicable	not applicable	not applicable	synthetic metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Train	Train	Train
13114.Vibrio2.P1	Vibrio2.P1	not applicable	positive control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	positive control Vibrio fischerii ES114	193	Knight	not applicable	not applicable	EMP sample	Control	Positive	Single strain	urban biome	research facility	cell culture	misc environment	Not applicable	USA:CA:San Diego	Vibrio	not applicable	not applicable	not applicable	not applicable	synthetic metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Train	Train	Test
13114.Vibrio3.P1	Vibrio3.P1	not applicable	positive control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	positive control Vibrio fischerii ES114	193	Knight	not applicable	not applicable	EMP sample	Control	Positive	Single strain	urban biome	research facility	cell culture	misc environment	Not applicable	USA:CA:San Diego	Vibrio	not applicable	not applicable	not applicable	not applicable	synthetic metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Train	Train	Test
13114.Vibrio4.P1	Vibrio4.P1	not applicable	positive control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	positive control Vibrio fischerii ES114	193	Knight	not applicable	not applicable	EMP sample	Control	Positive	Single strain	urban biome	research facility	cell culture	misc environment	Not applicable	USA:CA:San Diego	Vibrio	not applicable	not applicable	not applicable	not applicable	synthetic metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Train	Test	Test
13114.lcms.blank.solvent.36.rep2	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	Resusp_solvent.mzML .2	Resusp_solvent.3	not applicable	Bulk_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.36.rep3	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	Resusp_solvent.mzML .3	Resusp_solvent.4	not applicable	Bulk_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.36.rep4	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	Resusp_solvent.mzML .4	Resusp_solvent.5	not applicable	Bulk_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.36.rep5	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	Resusp_solvent.mzML .5	Resusp_solvent.6	not applicable	Bulk_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.36.rep6	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	Resusp_solvent.mzML .6	Resusp_solvent.7	not applicable	Bulk_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.01	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	1A12_SPE_Blank.mzML	1A12_SPE_Blank	1	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.02	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	1E10_SPE_Blank.mzML	1E10_SPE_Blank	1	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.10	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	2A12_SPE_Blank.mzML	2A12_SPE_Blank	2	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.05	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	2F7_SPE_Blank_20190206150534.mzML	2F7_SPE_Blank_20190206150534	2	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.06	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	2F7_SPE_Blank.mzML	2F7_SPE_Blank	2	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.12	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	3A12_SPE_Blank.mzML	3A12_SPE_Blank	3	Filter_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.11	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	3E10_SPE_Blank.mzML	3E10_SPE_Blank	3	Filter_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.16	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	4A12_SPE_Blank.mzML	4A12_SPE_Blank	4	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.17	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	4E10_SPE_Blank_20190212000940.mzML	4E10_SPE_Blank_20190212000940	4	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.15	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	4E10_SPE_Blank.mzML	4E10_SPE_Blank	4	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.22	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	5A12_SPE_Blank.mzML	5A12_SPE_Blank	5	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.21	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	5E10_SPE_Blank_replicate.mzML	5E10_SPE_Blank_replicate	5	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.23	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	5E10_SPE_Blank.mzML	5E10_SPE_Blank	5	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.27	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	6A12_SPE_Blank.mzML	6A12_SPE_Blank	6	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.spe.28	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	6E10_SPE_Blank.mzML	6E10_SPE_Blank	6	Bulk_201901_UCSD	Background_control	SPE	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
