sample_name	sample_name_original	barcode_prefix	sample_type	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_position	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	lcms_replicate	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_pi_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	songbird_train_empo_3
13114.rohwer.85.s015	Rohwer85.deep.sediment.AP15	rohwer.85.s015	sediment	not applicable	not applicable	not applicable	not applicable	2D10_4_79_rohwer-85-s015-a03.mzML	2D10_4_79_rohwer-85-s015-a03	2.00	2D10	Bulk_201901_UCSD	Sample	Bulk	no	not provided	5036.8	not applicable	sediment from Iberian Abyssal Plain	0.0	Rohwer	85	Rohwer85	Iberia and Guatemala deep-sea sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine benthic feature	sediment	sediment	sediment	Atlantic Ocean:Northeast Atlantic Ocean:Iberian Abyssal Plain	AP15	not applicable	46.68323333	-11.6042	Deep marine sediments	sediment metagenome	272.0	20.0	90.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5.0	1.8192407046368488	3.0389901418238883	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train
13114.rohwer.85.s016	Rohwer85.deep.sediment.AP16	rohwer.85.s016	sediment	not applicable	not applicable	not applicable	not applicable	2D9_4_73_rohwer-85-s016-a03.mzML	2D9_4_73_rohwer-85-s016-a03	2.00	2D9	Bulk_201901_UCSD	Sample	Bulk	no	not provided	5036.8	not applicable	sediment from Iberian Abyssal Plain	0.0	Rohwer	85	Rohwer85	Iberia and Guatemala deep-sea sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine benthic feature	sediment	sediment	sediment	Atlantic Ocean:Northeast Atlantic Ocean:Iberian Abyssal Plain	AP16	not applicable	46.68323333	-11.6042	Deep marine sediments	sediment metagenome	12559778.0	329972.0	19421359.0	553.0	4.974049303	83.74466993	193.0	4.886967178	32.78047594	816.0	4.951791140824706	121.11198733441029	816.0	4.951791140824706	121.11198733441029	351.0	4.8940571836894025	59.25347811678376	Test
13114.rohwer.85.s017	Rohwer85.deep.sediment.AP17	rohwer.85.s017	sediment	not applicable	not applicable	not applicable	not applicable	2C7_4_9_rohwer-85-s017-a03.mzML	2C7_4_9_rohwer-85-s017-a03	2.00	2C7	Bulk_201901_UCSD	Sample	Bulk	no	not provided	5036.8	not applicable	sediment from Iberian Abyssal Plain	0.0	Rohwer	85	Rohwer85	Iberia and Guatemala deep-sea sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine benthic feature	sediment	sediment	sediment	Atlantic Ocean:Northeast Atlantic Ocean:Iberian Abyssal Plain	AP17	not applicable	46.68323333	-11.6042	Deep marine sediments	sediment metagenome	19713.0	630.0	3627.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	70.0	4.735788319566411	23.408930172079863	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train
13114.rohwer.85.s018	Rohwer85.deep.sediment.AP18	rohwer.85.s018	sediment	not applicable	not applicable	not applicable	not applicable	2C3_4_3_rohwer-85-s018-a03.mzML	2C3_4_3_rohwer-85-s018-a03	2.00	2C3	Bulk_201901_UCSD	Sample	Bulk	no	not provided	5036.8	not applicable	sediment from Iberian Abyssal Plain	0.0	Rohwer	85	Rohwer85	Iberia and Guatemala deep-sea sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine benthic feature	sediment	sediment	sediment	Atlantic Ocean:Northeast Atlantic Ocean:Iberian Abyssal Plain	AP18	not applicable	46.68323333	-11.6042	Deep marine sediments	sediment metagenome	88194.0	2079.0	17533.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	146.0	4.532613396460052	32.12523217895068	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.rohwer.85.s019	Rohwer85.deep.sediment.AP19	rohwer.85.s019	sediment	not applicable	not applicable	not applicable	not applicable	2C10_4_15_rohwer-85-s019-a03.mzML	2C10_4_15_rohwer-85-s019-a03	2.00	2C10	Bulk_201901_UCSD	Sample	Bulk	no	not provided	5036.8	not applicable	sediment from Iberian Abyssal Plain	0.0	Rohwer	85	Rohwer85	Iberia and Guatemala deep-sea sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine benthic feature	sediment	sediment	sediment	Atlantic Ocean:Northeast Atlantic Ocean:Iberian Abyssal Plain	AP19	not applicable	46.68323333	-11.6042	Deep marine sediments	sediment metagenome	12981532.0	2306130.0	5182687.0	601.0	4.239071864	91.27823997	132.0	4.155574352	22.43187987	1001.0	4.541581477915049	147.98975687637903	1000.0	4.5410445164820095	147.06465746656067	258.0	4.433907498370912	43.76321258780513	Train
13114.rohwer.85.s020	Rohwer85.deep.sediment.AP20	rohwer.85.s020	sediment	not applicable	not applicable	not applicable	not applicable	2C12_4_21_rohwer-85-s020-a03.mzML	2C12_4_21_rohwer-85-s020-a03	2.00	2C12	Bulk_201901_UCSD	Sample	Bulk	no	not provided	5036.8	not applicable	sediment from Iberian Abyssal Plain	0.0	Rohwer	85	Rohwer85	Iberia and Guatemala deep-sea sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine benthic feature	sediment	sediment	sediment	Atlantic Ocean:Northeast Atlantic Ocean:Iberian Abyssal Plain	AP20	not applicable	46.68323333	-11.6042	Deep marine sediments	sediment metagenome	7555617.0	2523653.0	3673930.0	790.0	1.782624847	121.4498206	63.0	1.6283205630000002	17.07132168	1288.0	2.7362881961877603	191.084971820821	1287.0	2.7361985138597293	191.0849691971209	183.0	2.701877263780005	36.80782229761826	Train
13114.rohwer.85.s021	Rohwer85.deep.sediment.GB1	rohwer.85.s021	sediment	EMP_Feces_rohwer_85_s021_a03_M_278	278	note applicable	UCSD	2D2_4_33_rohwer-85-s021-a04.mzML	2D2_4_33_rohwer-85-s021-a04	2.00	2D2	Bulk_201901_UCSD	Sample	Bulk	no	11/16/02 0:00	3634.7	not applicable	sediment from Guatemala Basin	0.0	Rohwer	85	Rohwer85	Iberia and Guatemala deep-sea sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine benthic feature	sediment	sediment	sediment	Pacific Ocean:Northeast Pacific Ocean:Guatemala Basin	GB1	not applicable	6.7365	-91.93433333	Deep marine sediments	sediment metagenome	697893.0	29730.0	469112.0	210.0	4.616633554	35.92694758	131.0	4.559763297	23.35913630000001	309.0	4.959427379654902	54.417030316079035	309.0	4.959427379654902	54.417030316079035	237.0	4.946003190702721	43.036820238456144	Train
13114.rohwer.85.s022	Rohwer85.deep.sediment.GB2	rohwer.85.s022	sediment	EMP_Feces_rohwer_85_s022_a03_M_279	279	note applicable	UCSD	2D6_4_47_rohwer-85-s022-a04.mzML	2D6_4_47_rohwer-85-s022-a04	2.00	2D6	Bulk_201901_UCSD	Sample	Bulk	no	11/16/02 0:00	3634.7	not applicable	sediment from Guatemala Basin	0.0	Rohwer	85	Rohwer85	Iberia and Guatemala deep-sea sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine benthic feature	sediment	sediment	sediment	Pacific Ocean:Northeast Pacific Ocean:Guatemala Basin	GB2	not applicable	6.7365	-91.93433333	Deep marine sediments	sediment metagenome	10442543.0	181955.0	1819523.0	220.0	3.081955655	46.51823456	109.0	3.040679256	26.81052896	410.0	3.4543912153051446	82.25381738084116	410.0	3.4543912153051446	82.25381738084116	186.0	3.3935090273457584	43.65332523414532	Test
13114.rohwer.85.s023	Rohwer85.deep.sediment.GB3	rohwer.85.s023	sediment	EMP_Feces_rohwer_85_s023_a03_M_280	280	note applicable	UCSD	2C2_4_2_rohwer-85-s023-a04.mzML	2C2_4_2_rohwer-85-s023-a04	2.00	2C2	Bulk_201901_UCSD	Sample	Bulk	no	11/16/02 0:00	3634.7	not applicable	sediment from Guatemala Basin	0.0	Rohwer	85	Rohwer85	Iberia and Guatemala deep-sea sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine benthic feature	sediment	sediment	sediment	Pacific Ocean:Northeast Pacific Ocean:Guatemala Basin	GB3	not applicable	6.7365	-91.93433333	Deep marine sediments	sediment metagenome	55263.0	2002.0	40528.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	159.0	4.7096510007761845	42.43955424461478	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train
13114.rohwer.85.s024	Rohwer85.deep.sediment.GB4	rohwer.85.s024	sediment	EMP_Feces_rohwer_85_s024_a03_M_281	281	note applicable	UCSD	2D4_4_44_rohwer-85-s024-a04.mzML	2D4_4_44_rohwer-85-s024-a04	2.00	2D4	Bulk_201901_UCSD	Sample	Bulk	no	11/16/02 0:00	3634.7	not applicable	sediment from Guatemala Basin	0.0	Rohwer	85	Rohwer85	Iberia and Guatemala deep-sea sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine benthic feature	sediment	sediment	sediment	Pacific Ocean:Northeast Pacific Ocean:Guatemala Basin	GB4	not applicable	6.7365	-91.93433333	Deep marine sediments	sediment metagenome	1001880.0	81965.0	166591.0	257.0	1.059477884	59.03676311	67.0	0.987818221	20.74733194	416.0	1.3102903159206158	91.3616855435248	416.0	1.3102903159206158	91.3616855435248	172.0	1.2931675698559613	46.074155267430115	Test
13114.rohwer.85.s025	Rohwer85.deep.sediment.GB5	rohwer.85.s025	sediment	not applicable	not applicable	not applicable	not applicable	2C11_4_19_rohwer-85-s025-a03.mzML	2C11_4_19_rohwer-85-s025-a03	2.00	2C11	Bulk_201901_UCSD	Sample	Bulk	no	11/16/02 0:00	3634.7	not applicable	sediment from Guatemala Basin	0.0	Rohwer	85	Rohwer85	Iberia and Guatemala deep-sea sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine benthic feature	sediment	sediment	sediment	Pacific Ocean:Northeast Pacific Ocean:Guatemala Basin	GB5	not applicable	6.7365	-91.93433333	Deep marine sediments	sediment metagenome	56838.0	174.0	2383.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.0	4.179663138434304	15.159516218700444	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train
13114.rohwer.85.s026	Rohwer85.deep.sediment.GB6	rohwer.85.s026	sediment	not applicable	not applicable	not applicable	not applicable	2D3_4_34_rohwer-85-s026-a03.mzML	2D3_4_34_rohwer-85-s026-a03	2.00	2D3	Bulk_201901_UCSD	Sample	Bulk	no	11/16/02 0:00	3634.7	not applicable	sediment from Guatemala Basin	0.0	Rohwer	85	Rohwer85	Iberia and Guatemala deep-sea sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine benthic feature	sediment	sediment	sediment	Pacific Ocean:Northeast Pacific Ocean:Guatemala Basin	GB6	not applicable	6.7365	-91.93433333	Deep marine sediments	sediment metagenome	189915.0	606.0	8796.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	26.0	2.4483759650176395	14.958431164070134	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.rohwer.85.s027	Rohwer85.deep.sediment.GB7	rohwer.85.s027	sediment	not applicable	not applicable	not applicable	not applicable	2C9_4_13_rohwer-85-s027-a03.mzML	2C9_4_13_rohwer-85-s027-a03	2.00	2C9	Bulk_201901_UCSD	Sample	Bulk	no	11/16/02 0:00	3634.7	not applicable	sediment from Guatemala Basin	0.0	Rohwer	85	Rohwer85	Iberia and Guatemala deep-sea sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine benthic feature	sediment	sediment	sediment	Pacific Ocean:Northeast Pacific Ocean:Guatemala Basin	GB7	not applicable	6.7365	-91.93433333	Deep marine sediments	sediment metagenome	489722.0	54034.0	371024.0	210.0	3.683664172	40.54942442	118.0	3.658137952	24.67452904	340.0	4.30229876251034	61.23641387581142	340.0	4.30229876251034	61.23641387581142	238.0	4.2436870272122045	45.56980283664439	Train
13114.rohwer.86.s001	Rohwer86.microbial.mat.MGN1	rohwer.86.s001	microbial mat	EMP_Feces_rohwer_86_s001_a03_M_282	282	note applicable	UCSD	3G10_5_38_rohwer-86-s001-a04.mzML	3G10_5_38_rohwer-86-s001-a04	3.00	3G10	Filter_201901_UCSD	Sample	Filter	no	2002	0	not applicable	microbial mat (Lyngbya sp.) from Guerrero Negro, Mexico	0.0	Rohwer	86	Rohwer86	Mexico microbial mats	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	microbial mat	biofilm	microbial mat/biofilm	microbial mat/biofilm	Mexico:State of Baja California Sur:Guerrero Negro	MGN1	not applicable	27.8	-114.05	Mexico mats and sediment	microbial mat metagenome	12447947.0	439613.0	637734.0	260.0	0.310060105	61.64912441	24.0	0.265374838	10.04338665	610.0	2.3977835093839395	127.89002979497423	610.0	2.3977835093839395	127.89002979497423	130.0	2.2945712136265035	29.345037890190724	Test
13114.rohwer.86.s002	Rohwer86.sediment.BBS1	rohwer.86.s002	sediment	EMP_Feces_rohwer_86_s002_a03_M_283	283	note applicable	UCSD	2D11_5_4_rohwer-86-s002-a04.mzML	2D11_5_4_rohwer-86-s002-a04	2.00	2D11	Bulk_201901_UCSD	Sample	Bulk	no	2005	0	not applicable	sediment from Cuatro Cienegas Basin, Mexico	0.0	Rohwer	86	Rohwer86	Mexico microbial mats	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine benthic feature	sediment	sediment	sediment	Mexico:State of Coahuila de Zaragoza:Cuatro Cienegas Basin:Pozas Azules II	BBS1	not applicable	26.91666667	-102.1	Mexico mats and sediment	sediment metagenome	9428241.0	1162055.0	2201731.0	454.0	5.540109915	79.09174497	155.0	5.520525695	29.42101855	831.0	2.112641380552406	145.979911785804	829.0	2.1126078566092787	145.69971482478854	200.0	2.1168227535891084	37.74623977472947	Train
13114.rohwer.86.s003	Rohwer86.stromatolite.SRM1	rohwer.86.s003	stromatolite piece	EMP_Feces_rohwer_86_s003_a03_M_284	284	note applicable	UCSD	3G9_5_25_rohwer-86-s003-a04.mzML	3G9_5_25_rohwer-86-s003-a04	3.00	3G9	Filter_201901_UCSD	Sample	Filter	no	7/15/05 0:00	0	not applicable	stromatolite from Cuatro Cienegas Basin, Mexico	0.0	Rohwer	86	Rohwer86	Mexico microbial mats	EMP sample	Free-living	Saline	Surface (saline)	marine benthic biome	stromatolite mat	biofilm	microbial mat/biofilm	microbial mat/biofilm	Mexico:State of Coahuila de Zaragoza:Cuatro Cienegas Basin:Rio Mesquites	SRM1	not applicable	26.91666667	-102.1	Mexico mats and sediment	stromatolite metagenome	2768071.0	2753.0	8615.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	344.0	6.061608874971503	79.9282251742004	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.roy.chowdhury.45.s001	RoyChowdhury45.soil.1.SO1.s5	roy-chowdhury.45.s001	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.005	not applicable	surface soil	4.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO1-s5	not applicable	37.207299	-6.966221	MinT	salt marsh metagenome	91102.0	4641.0	10337.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	137.0	4.908384445375209	26.50197097170167	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train
13114.roy.chowdhury.45.s002	RoyChowdhury45.soil.2.SO1.5	roy-chowdhury.45.s002	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.025	not applicable	subsurface soil	4.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO1-5	not applicable	37.207299	-6.966221	MinT	salt marsh metagenome	7629.0	341.0	547.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	52.0	4.3946328007784405	15.095361971762033	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.roy.chowdhury.45.s003	RoyChowdhury45.soil.3.SO2.8	roy-chowdhury.45.s003	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.025	not applicable	subsurface soil	2.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO2-8	not applicable	37.221457	-6.962103	MinT	salt marsh metagenome	10621.0	287.0	451.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	37.0	4.199256216172612	12.07654580024996	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.roy.chowdhury.45.s004	RoyChowdhury45.soil.4.SO2.s7	roy-chowdhury.45.s004	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.005	not applicable	surface soil	2.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO2-s7	not applicable	37.221457	-6.962103	MinT	salt marsh metagenome	75525977.0	6042785.0	13371753.0	342.0	4.200674651	67.74829086	177.0	4.107243184	35.25050961	793.0	4.470469909997344	134.9160151747642	793.0	4.470469909997344	134.9160151747642	148.0	4.468979981328221	26.710502774454646	Train
13114.roy.chowdhury.45.s005	RoyChowdhury45.soil.5.SO3.8	roy-chowdhury.45.s005	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.025	not applicable	subsurface soil	3.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO3-8	not applicable	37.207687	-6.95736	MinT	salt marsh metagenome	2281.0	176.0	188.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	41.0	4.9579082558141385	15.099842442433784	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.roy.chowdhury.45.s006	RoyChowdhury45.soil.6.SO3.9s	roy-chowdhury.45.s006	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.005	not applicable	surface soil	3.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO3-9s	not applicable	37.207687	-6.95736	MinT	salt marsh metagenome	10076126.0	178487.0	729742.0	233.0	3.417813652	51.64210659	115.0	3.345090627	26.5266003	550.0	4.787004634893501	100.35279641241846	550.0	4.787004634893501	100.35279641241846	265.0	4.709699863253474	49.86803710705135	Train
13114.roy.chowdhury.45.s007	RoyChowdhury45.soil.7.SO4.s5	roy-chowdhury.45.s007	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.005	not applicable	surface soil	3.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO4-s5	not applicable	37.206429	-6.955089	MinT	salt marsh metagenome	8884348.0	141689.0	507651.0	480.0	6.171480428	80.02465496	286.0	6.077707192999999	51.73075779	904.0	5.316558786120457	140.81445044315	903.0	5.3163860321725815	140.8078767922384	415.0	5.230690096278633	68.09366026715247	Test
13114.roy.chowdhury.45.s008	RoyChowdhury45.soil.8.SO4.5	roy-chowdhury.45.s008	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.025	not applicable	subsurface soil	3.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO4-5	not applicable	37.206429	-6.955089	MinT	salt marsh metagenome	31248.0	484.0	842.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	83.0	5.187780226496087	24.96433764970993	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train
13114.roy.chowdhury.45.s009	RoyChowdhury45.soil.9.SO1.8	roy-chowdhury.45.s009	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.025	not applicable	subsurface soil	4.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO1-8	not applicable	37.207427	-6.966599	MinT	salt marsh metagenome	81227.0	1869.0	3793.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	165.0	5.284173522409474	36.14466194761917	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.roy.chowdhury.45.s010	RoyChowdhury45.soil.10.SO1.9	roy-chowdhury.45.s010	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.025	not applicable	subsurface soil	4.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO1-9	not applicable	37.207427	-6.966599	MinT	salt marsh metagenome	1151524.0	32242.0	70833.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	340.0	4.459460006989174	67.3306784833985	340.0	4.459460006989174	67.3306784833985	248.0	4.437778075573343	49.16911393286136	Test
13114.roy.chowdhury.45.s011	RoyChowdhury45.soil.11.SO1.8s	roy-chowdhury.45.s011	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.005	not applicable	surface soil	4.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO1-8s	not applicable	37.207427	-6.966599	MinT	salt marsh metagenome	346534.0	19172.0	41333.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	215.0	4.636790869919362	39.680618305050295	215.0	4.636790869919362	39.680618305050295	182.0	4.627970138022557	34.44706989347469	Train
13114.roy.chowdhury.45.s012	RoyChowdhury45.soil.12.SO1.9s	roy-chowdhury.45.s012	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.005	not applicable	surface soil	4.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO1-9s	not applicable	37.207427	-6.966599	MinT	salt marsh metagenome	26913.0	1253.0	2480.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	105.0	5.019250584479725	25.587272723554634	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.roy.chowdhury.45.s013	RoyChowdhury45.soil.13.SO2.1	roy-chowdhury.45.s013	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.025	not applicable	subsurface soil	2.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO2-1	not applicable	37.221464	-6.962177	MinT	salt marsh metagenome	9368778.0	125203.0	387036.0	307.0	3.597335655	65.35664916	223.0	3.601245752	50.57593154	648.0	4.796414494293456	125.66069638294516	648.0	4.796414494293456	125.66069638294516	256.0	4.793924936841608	55.67143088915849	Train
13114.roy.chowdhury.45.s014	RoyChowdhury45.soil.14.SO2.5	roy-chowdhury.45.s014	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	7/21/15	0.025	not applicable	subsurface soil	2.0	Roy-Chowdhury	45	Roy-Chowdhury45	Spanish hypersaline sandy soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	marine salt marsh biome	saline marsh	soil	soil	soil	Spain:Province of Huelva:Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel	SO2-5	not applicable	37.221457	-6.962103	MinT	salt marsh metagenome	4454.0	69.0	115.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	19.0	3.764109697461388	7.931731499353192	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
